Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,12,390.0,84.527,0.758,0.07,0.944,0.619,29.374,19.172,22.284
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,13,507.0,91.497,0.617,0.886,0.962,0.604,30.018,23.615,25.407
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,14,11.0,10.036,0.992,-0.462,0.688,0.244,10.77,1.399,3.742
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,15,417.0,108.634,0.948,0.11,0.899,0.481,44.441,14.08,23.042
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,16,301.0,94.906,0.968,0.104,0.883,0.503,41.523,10.398,19.577
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,17,204.0,71.598,0.937,-1.055,0.891,0.37,29.136,10.209,16.116
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,18,394.0,92.184,0.897,-1.421,0.931,0.576,35.9,15.863,22.398
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,19,645.0,106.912,0.747,-1.42,0.95,0.613,37.212,24.722,28.657
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,20,642.0,117.397,0.893,-1.198,0.932,0.51,45.134,20.332,28.591
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,21,267.0,80.634,0.924,0.506,0.908,0.468,31.727,12.156,18.438
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,22,395.0,91.426,0.844,0.481,0.919,0.52,32.879,17.627,22.426
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,23,186.0,62.971,0.932,-0.195,0.916,0.626,26.808,9.682,15.389
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,24,392.0,80.184,0.791,0.843,0.956,0.627,29.851,18.258,22.341
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,25,642.0,118.326,0.892,-1.232,0.933,0.528,45.162,20.374,28.591
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,26,448.0,85.012,0.321,-0.249,0.949,0.638,25.793,24.43,23.883
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,27,330.0,83.012,0.88,1.126,0.927,0.507,31.551,14.988,20.498
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,28,382.0,82.184,0.803,1.455,0.936,0.616,29.825,17.795,22.054
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,29,88.0,38.107,0.808,-0.164,0.898,0.629,14.451,8.517,10.585
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,30,339.0,80.77,0.827,0.569,0.931,0.526,29.297,16.451,20.776
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,31,458.0,89.497,0.323,0.599,0.948,0.564,26.57,25.143,24.148
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,32,125.0,51.835,0.915,-0.359,0.899,0.473,20.944,8.459,12.616
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,33,296.0,80.569,0.917,0.921,0.94,0.395,32.759,13.101,19.413
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,34,446.0,92.326,0.827,0.903,0.945,0.516,33.677,18.937,23.83
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,35,387.0,80.426,0.612,-0.582,0.946,0.597,26.383,20.867,22.198
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,36,432.0,86.184,0.581,0.252,0.945,0.621,27.693,22.548,23.453
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,37,192.0,62.284,0.902,1.351,0.928,0.593,25.178,10.861,15.635
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,38,86.0,44.935,0.958,1.389,0.843,0.489,20.96,5.996,10.464
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,39,111.0,46.799,0.917,-1.28,0.902,0.555,19.735,7.856,11.888
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,40,208.0,64.698,0.892,1.344,0.924,0.571,25.753,11.622,16.274
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,41,132.0,54.663,0.951,1.238,0.886,0.48,24.313,7.518,12.964
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,42,106.0,46.213,0.909,-1.335,0.883,0.53,18.876,7.867,11.617
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,43,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,44,4.0,2.0,1.0,1.571,1.0,1.0,4.472,0.0,2.257
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_left,void,45,1.0,0.0,0.0,-0.785,1.0,1.0,0.0,0.0,1.128
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,part,0,37732.0,4346.769,0.084,0.309,0.75,0.692,277.219,276.244,219.185
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,1,98.0,41.556,0.873,1.413,0.933,0.641,16.699,8.139,11.17
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,2,86.0,40.728,0.914,-1.409,0.887,0.597,17.436,7.091,10.464
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,3,276.0,83.355,0.938,-1.418,0.911,0.519,33.983,11.812,18.746
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,4,178.0,58.592,0.873,1.514,0.918,0.571,23.049,11.245,15.054
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,5,108.0,46.042,0.927,0.887,0.923,0.45,20.078,7.509,11.726
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,6,213.0,77.698,0.96,-1.404,0.877,0.443,33.37,9.389,16.468
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,7,340.0,74.426,0.49,0.802,0.952,0.591,23.444,20.434,20.806
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,8,382.0,80.426,0.628,1.025,0.941,0.59,26.293,20.463,22.054
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,9,394.0,94.533,0.904,-0.956,0.929,0.429,36.493,15.574,22.398
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,10,286.0,75.698,0.823,0.273,0.926,0.538,26.949,15.31,19.083
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,11,422.0,83.255,0.704,0.831,0.959,0.601,28.811,20.464,23.18
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,12,82.0,47.698,0.979,-0.562,0.845,0.293,23.442,4.793,10.218
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,13,387.0,93.184,0.906,-1.396,0.915,0.522,36.448,15.423,22.198
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,14,223.0,76.391,0.955,-1.049,0.903,0.379,33.147,9.803,16.85
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,15,253.0,88.077,0.968,0.175,0.882,0.453,38.331,9.644,17.948
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,16,177.0,77.835,0.98,0.168,0.868,0.466,35.677,7.1,15.012
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,17,648.0,109.74,0.778,-1.375,0.94,0.585,38.322,24.054,28.724
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,18,597.0,111.154,0.876,-1.196,0.937,0.526,42.001,20.231,27.57
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,19,32.0,24.485,0.968,-0.294,0.8,0.444,13.293,3.313,6.383
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,20,339.0,83.634,0.877,0.663,0.939,0.504,31.813,15.278,20.776
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,21,510.0,96.426,0.751,0.636,0.959,0.588,33.486,22.128,25.482
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,22,415.0,84.669,0.777,0.974,0.941,0.593,30.251,19.026,22.987
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,23,598.0,112.326,0.874,-1.21,0.94,0.548,41.977,20.368,27.593
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,24,382.0,79.355,0.58,0.119,0.946,0.643,25.772,20.991,22.054
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,25,29.0,22.828,0.986,-0.174,0.784,0.453,15.643,2.573,6.077
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,26,24.0,23.0,0.992,-0.129,0.75,0.571,15.963,1.962,5.528
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,27,373.0,86.184,0.865,1.184,0.935,0.555,32.453,16.258,21.793
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,28,383.0,82.77,0.786,1.442,0.943,0.618,29.388,18.164,22.083
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,29,10.0,8.036,0.934,-0.272,0.833,0.556,6.073,2.173,3.568
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,30,409.0,85.355,0.603,0.173,0.942,0.609,27.377,21.844,22.82
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,31,470.0,90.426,0.681,0.664,0.953,0.599,30.229,22.137,24.463
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,32,360.0,90.018,0.895,0.941,0.921,0.404,34.632,15.482,21.409
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,33,396.0,82.669,0.702,-0.489,0.947,0.569,27.998,19.926,22.454
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,34,412.0,86.184,0.71,0.038,0.934,0.604,29.117,20.495,22.904
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,35,61.0,36.763,0.972,-0.361,0.859,0.424,18.724,4.382,8.813
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,36,562.0,101.497,0.737,1.001,0.946,0.573,34.757,23.476,26.75
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,37,73.0,44.627,0.976,0.53,0.839,0.32,21.517,4.678,9.641
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,38,224.0,63.941,0.855,1.35,0.945,0.593,24.793,12.863,16.888
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,39,29.0,21.556,0.972,0.784,0.906,0.322,12.665,2.981,6.077
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,40,119.0,48.077,0.877,-1.208,0.915,0.496,18.87,9.073,12.309
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,41,122.0,56.799,0.953,1.474,0.847,0.502,24.347,7.355,12.463
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,42,263.0,68.77,0.809,1.381,0.96,0.587,25.238,14.844,18.299
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,43,196.0,65.355,0.913,1.227,0.912,0.467,26.078,10.667,15.797
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,44,55.0,31.213,0.93,0.818,0.859,0.417,14.614,5.37,8.368
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,45,128.0,48.077,0.859,-1.211,0.921,0.533,18.719,9.598,12.766
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,46,24.0,19.071,0.966,1.223,0.828,0.436,11.052,2.838,5.528
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,top_right,void,47,40.0,31.278,0.983,1.342,0.816,0.471,17.188,3.181,7.136
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,part,0,39033.0,4213.573,0.14,-0.605,0.761,0.731,279.354,276.595,222.931
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,1,159.0,53.799,0.835,1.237,0.952,0.631,20.473,11.275,14.228
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,2,144.0,54.42,0.897,-1.277,0.9,0.522,21.83,9.669,13.541
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,3,383.0,90.841,0.895,-1.435,0.923,0.532,35.58,15.881,22.083
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,4,261.0,70.077,0.823,-1.471,0.929,0.604,25.774,14.648,18.23
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,5,164.0,57.113,0.884,0.864,0.921,0.48,22.35,10.441,14.45
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,6,286.0,86.77,0.942,-1.418,0.902,0.524,35.224,11.833,19.083
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,7,398.0,80.426,0.509,0.497,0.952,0.612,25.536,21.984,22.511
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,8,433.0,85.255,0.614,0.902,0.952,0.595,27.876,22.007,23.48
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,9,337.0,80.698,0.812,0.207,0.923,0.591,28.884,16.858,20.714
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,10,456.0,97.776,0.869,-0.94,0.938,0.462,36.511,18.065,24.096
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,11,470.0,88.912,0.648,0.845,0.953,0.579,29.546,22.499,24.463
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,12,121.0,55.941,0.964,-0.484,0.91,0.36,25.098,6.649,12.412
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,13,212.0,83.87,0.977,0.173,0.855,0.421,37.874,8.043,16.429
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,14,292.0,95.562,0.965,0.186,0.893,0.442,40.221,10.546,19.282
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,15,267.0,82.426,0.938,-1.059,0.884,0.385,33.744,11.68,18.438
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,16,426.0,98.184,0.903,-1.388,0.922,0.561,37.96,16.321,23.289
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,17,678.0,111.74,0.77,-1.373,0.947,0.591,39.107,24.95,29.381
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,18,38.0,24.278,0.946,-0.219,0.884,0.585,12.704,4.135,6.956
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,19,302.0,81.012,0.906,-1.1,0.926,0.487,31.778,13.481,19.609
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,20,343.0,86.669,0.907,0.663,0.937,0.457,34.386,14.498,20.898
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,21,505.0,98.841,0.813,0.662,0.935,0.547,35.53,20.691,25.357
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,22,383.0,79.012,0.537,-0.135,0.946,0.617,25.295,21.334,22.083
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,23,416.0,84.184,0.797,0.993,0.959,0.619,30.959,18.682,23.015
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,24,33.0,25.828,0.987,-0.145,0.786,0.485,16.767,2.706,6.482
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,25,20.0,19.621,0.994,-0.136,0.69,0.476,16.471,1.754,5.046
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,26,310.0,88.634,0.917,-1.126,0.849,0.414,34.214,13.625,19.867
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,27,367.0,86.77,0.881,1.217,0.934,0.556,33.192,15.679,21.617
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,28,378.0,81.355,0.798,1.528,0.945,0.642,29.548,17.79,21.938
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,29,385.0,82.426,0.5,-0.093,0.939,0.573,25.469,22.06,22.14
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,30,442.0,91.255,0.784,0.744,0.94,0.544,31.956,19.823,23.723
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,31,19.0,16.036,0.974,-0.351,0.704,0.38,10.76,2.453,4.918
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,32,368.0,81.598,0.634,-0.041,0.929,0.577,26.373,20.395,21.646
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,33,360.0,78.426,0.708,-0.585,0.942,0.58,26.827,18.952,21.409
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,34,337.0,86.983,0.91,0.987,0.936,0.393,34.553,14.325,20.714
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,35,519.0,98.326,0.795,1.062,0.952,0.554,35.101,21.297,25.706
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,36,44.0,30.556,0.989,0.589,0.815,0.25,19.549,2.92,7.485
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,37,195.0,60.87,0.888,1.404,0.933,0.625,24.572,11.294,15.757
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,38,65.0,39.213,0.957,-1.122,0.844,0.382,17.845,5.169,9.097
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,39,106.0,51.763,0.962,1.432,0.855,0.53,23.676,6.5,11.617
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,40,208.0,62.87,0.866,1.48,0.95,0.642,24.396,12.194,16.274
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,41,145.0,57.87,0.943,1.322,0.906,0.507,24.598,8.22,13.587
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,42,67.0,38.385,0.943,-1.126,0.838,0.419,16.8,5.569,9.236
2024-05-22_17-22-06-952_MV540-H@EOaAFjS1zEFNUIvQPhvsAA23.bmp,bottom_right,void,43,11.0,11.243,0.995,1.004,0.688,0.204,11.782,1.159,3.742
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,part,0,38288.0,4204.005,0.108,-0.652,0.752,0.714,279.175,277.543,220.794
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,1,90.0,38.385,0.791,-1.506,0.918,0.667,14.324,8.758,10.705
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,2,95.0,44.763,0.946,-1.367,0.88,0.565,20.336,6.611,10.998
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,3,233.0,78.355,0.95,-1.347,0.9,0.476,32.624,10.155,17.224
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,4,197.0,63.385,0.895,-1.521,0.916,0.631,25.136,11.21,15.838
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,5,154.0,56.284,0.896,0.947,0.901,0.453,22.226,9.851,14.003
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,6,190.0,72.698,0.958,-1.354,0.88,0.48,30.946,8.862,15.554
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,7,355.0,75.355,0.319,0.97,0.952,0.643,22.972,21.769,21.26
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,8,383.0,79.012,0.57,1.114,0.95,0.614,25.639,21.074,22.083
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,9,346.0,81.77,0.75,0.197,0.928,0.542,27.662,18.311,20.989
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,10,327.0,85.74,0.911,-0.873,0.916,0.391,33.826,13.986,20.405
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,11,468.0,89.497,0.667,0.95,0.945,0.578,29.81,22.219,24.411
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,12,366.0,101.805,0.953,0.178,0.899,0.497,42.17,12.754,21.587
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,13,254.0,89.491,0.972,0.158,0.876,0.492,39.627,9.279,17.983
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,14,370.0,92.184,0.908,-1.35,0.92,0.541,35.768,14.984,21.705
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,15,175.0,71.426,0.961,-0.964,0.893,0.329,30.434,8.463,14.927
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,16,619.0,107.154,0.776,-1.345,0.942,0.573,37.451,23.616,28.074
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,17,628.0,115.74,0.89,-1.182,0.94,0.529,44.437,20.23,28.277
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,18,278.0,75.355,0.882,0.594,0.946,0.515,29.269,13.794,18.814
2024-05-22_17-17-37-754_MV540-H@EOaAFjS1zEFNUIvQPhvsAA2r.bmp,top_left,void,19,632.0,116.326,0.891,-1.201,0.936,0.532,44.757,20.36,28.367
